Optical Delay/ps	Raw_Data/a.u.	Processed/a.u.	Baseline/a.u.	Reference/a.u.	Filter/a.u.
-88.5843169454	0.0015353937532	-7.09508080138e-06	0.0	0.000176912314506	-2.06844632177e-10
-88.5573681047	0.00167802880602	-7.01924925066e-06	0.0	-0.000171074579941	-2.10114018171e-10
-88.5304192639	0.000333847466605	-6.93986415868e-06	0.0	-0.000259447208945	-2.13433445322e-10
-88.5034704232	0.000492891404948	-6.85700996901e-06	0.0	0.000148453584018	-2.16803652941e-10
-88.4765215825	0.0015858822169	-6.7707757521e-06	0.0	6.37684005858e-06	-2.2022539084e-10
-88.4495727418	0.00177425067586	-6.68125637372e-06	0.0	0.000281733883672	-2.23699419474e-10
-88.4226239011	0.00183002617579	-6.58855222179e-06	0.0	-0.000366046839762	-2.27226510086e-10
-88.3956750604	0.00201479403227	-6.49277038628e-06	0.0	-3.86037316271e-05	-2.30807444853e-10
-88.3687262197	-0.000575942738247	-6.39402375788e-06	0.0	0.000427151150288	-2.34443017037e-10
-88.341777379	0.000294603919092	-6.29243262526e-06	0.0	-0.000106861794151	-2.3813403113e-10
-88.3148285383	0.000264273437677	-6.18812347687e-06	0.0	3.77203362937e-05	-2.4188130301e-10
-88.2878796976	0.00236885926003	-6.08123154318e-06	0.0	0.000234357040016	-2.45685660095e-10
-88.2609308568	0.000905879606755	-5.97190099076e-06	0.0	0.000419404190972	-2.49547941496e-10
-88.2339820161	0.000856349513237	-5.86028420839e-06	0.0	0.000315711118813	-2.53468998179e-10
-88.2070331754	0.00077021950729	-5.7465445454e-06	0.0	1.48291369183e-05	-2.57449693122e-10
-88.1800843347	0.00193900909041	-5.63085515458e-06	0.0	8.31626931292e-05	-2.61490901477e-10
-88.153135494	0.00200081179446	-5.51340069886e-06	0.0	0.000426963220889	-2.65593510738e-10
-88.1261866533	0.00193337774725	-5.39437771172e-06	0.0	0.00018703087819	-2.69758420903e-10
-88.0992378126	-0.000914201533148	-5.2739958704e-06	0.0	0.000239099600458	-2.73986544645e-10
-88.0722889719	0.000768203439562	-5.1524771213e-06	0.0	7.38930436548e-05	-2.7827880748e-10
-88.0453401312	0.000769618384407	-5.0300574211e-06	0.0	0.000579230298443	-2.82636147943e-10
-88.0183912904	0.00238013985459	-4.9069872469e-06	0.0	0.000399444716587	-2.87059517762e-10
-87.9914424497	-0.000139966292549	-4.78353137789e-06	0.0	0.000518595675941	-2.91549882031e-10
