Optical Delay/ps	Raw_Data/a.u.	Processed/a.u.	Baseline/a.u.	Reference/a.u.	Filter/a.u.
-84.9311625774	-5.81158079996e-05	8.13430435187e-05	0.0	0.00182965523154	-2.06844632177e-10
-84.9042026264	-0.000673720169298	8.18045613227e-05	0.0	0.00120359739914	-2.10114018171e-10
-84.8772426753	0.00293960672908	8.21758600962e-05	0.0	0.00117363262491	-2.13433445322e-10
-84.8502827243	-0.000119860266065	8.24552742653e-05	0.0	0.0010673315494	-2.16803652941e-10
-84.8233227732	0.00120098924052	8.26418294466e-05	0.0	0.00137513084709	-2.2022539084e-10
-84.7963628222	-0.000308010235962	8.27351916085e-05	0.0	0.00100387966204	-2.23699419474e-10
-84.7694028711	0.000916117784197	8.2735615709e-05	0.0	0.00122205113396	-2.27226510086e-10
-84.7424429201	0.00298023494536	8.26438910541e-05	0.0	0.00100516270463	-2.30807444853e-10
-84.715482969	0.00311123652975	8.24612794614e-05	0.0	0.00105944998492	-2.34443017037e-10
-84.688523018	0.000429491532031	8.21894543134e-05	0.0	0.00111881905147	-2.3813403113e-10
-84.6615630669	0.000882219202337	8.18304333425e-05	0.0	0.00136982929325	-2.4188130301e-10
-84.6346031159	0.0014290528956	8.13865201955e-05	0.0	0.000937803213161	-2.45685660095e-10
-84.6076431648	0.00105665615568	8.08602484128e-05	0.0	0.000845193604346	-2.49547941496e-10
-84.5806832138	0.000184616688866	8.02543283426e-05	0.0	0.00102801796756	-2.53468998179e-10
-84.5537232627	0.00210628618445	7.95715971456e-05	0.0	0.00142013570409	-2.57449693122e-10
-84.5267633117	0.00131351532787	7.88149787092e-05	0.0	0.00134637686158	-2.61490901477e-10
-84.4998033606	0.00202665106872	7.79874484603e-05	0.0	0.00115647823802	-2.65593510738e-10
-84.4728434096	0.00118345336938	7.70920049276e-05	0.0	0.00107217462411	-2.69758420903e-10
-84.4458834585	0.000251823424121	7.61316517391e-05	0.0	0.00112953450883	-2.73986544645e-10
-84.4189235075	0.00249290369617	7.51093877492e-05	0.0	0.00139652022994	-2.7827880748e-10
-84.3919635564	0.000815584293131	7.4028202276e-05	0.0	0.000822370901999	-2.82636147943e-10
-84.3650036054	0.000241838382845	7.28910790694e-05	0.0	0.000713874165529	-2.87059517762e-10
-84.3380436543	0.000970769936804	7.17010066134e-05	0.0	0.000926525175261	-2.91549882031e-10
-84.3110837033	0.00184307374791	7.04609945461e-05	0.0	0.000889619163749	-2.96108219398e-10
-84.2841237522	0.00174050153606	6.91740949324e-05	0.0	0.000910773729127	-3.00735522237e-10
-84.2571638012	0.00223244138971	6.7843427232e-05	0.0	0.000664492514187	-3.0543279684e-10
