Optical Delay/ps	Raw_Data/a.u.	Processed/a.u.	Baseline/a.u.	Reference/a.u.	Filter/a.u.
-23.2439492258	0.00259731513048	-12.2603179883	0.0	0.000801967229509	-2.06844632177e-10
-23.2365700202	0.00385412781529	-12.224325303	0.0	0.00127044275021	-2.10114018171e-10
-23.2291908145	0.0027061770685	-12.1860695668	0.0	0.000861724323026	-2.13433445322e-10
-23.2218116088	0.00244965078295	-12.1456755153	0.0	0.000628330409384	-2.16803652941e-10
-23.2144324031	0.00391301167149	-12.1032541217	0.0	0.00101515251399	-2.2022539084e-10
-23.2070531974	0.00457516607969	-12.0589021014	0.0	0.00083317459786	-2.23699419474e-10
-23.1996739917	0.00348763120741	-12.0127015297	0.0	0.00131535253696	-2.27226510086e-10
-23.192294786	0.00355539922774	-11.9647195707	0.0	0.000768895705245	-2.30807444853e-10
-23.1849155804	0.00277648297429	-11.9150083185	0.0	0.000947442452479	-2.34443017037e-10
-23.1775363747	0.00365188435163	-11.8636047503	0.0	0.0010855427257	-2.3813403113e-10
-23.170157169	0.00336418763595	-11.8105307896	0.0	0.000965832364682	-2.4188130301e-10
-23.1627779633	0.00344297652668	-11.7557934775	0.0	0.000943705267954	-2.45685660095e-10
-23.1553987576	0.00424841891829	-11.6993852501	0.0	0.000513196432317	-2.49547941496e-10
-23.1480195519	0.00122842211535	-11.6412843175	0.0	0.00128745389652	-2.53468998179e-10
-23.1406403462	0.00322585641941	-11.5814551419	0.0	0.00114059144761	-2.57449693122e-10
-23.1332611405	0.000868813448477	-11.5198490089	0.0	0.00112451551916	-2.61490901477e-10
-23.1258819349	0.0035978955745	-11.4564046884	0.0	0.000765926434502	-2.65593510738e-10
-23.1185027292	0.00272879873558	-11.3910491784	0.0	0.000881850772267	-2.69758420903e-10
-23.1111235235	0.00350938586575	-11.3236985264	0.0	0.000886760773863	-2.73986544645e-10
-23.1037443178	0.00248778392856	-11.2542587218	0.0	0.000931897102477	-2.7827880748e-10
-23.0963651121	0.00281815686757	-11.182626652	0.0	0.00135314826259	-2.82636147943e-10
-23.0889859064	0.00266596459924	-11.1086911161	0.0	0.000911194998835	-2.87059517762e-10
-23.0816067007	0.00279133058969	-11.0323338877	0.0	0.00103814496303	-2.91549882031e-10
-23.0742274951	0.00375254788347	-10.9534308194	0.0	0.000881358868027	-2.96108219398e-10
-23.0668482894	0.00300461770133	-10.8718529816	0.0	0.000777883234498	-3.00735522237e-10
-23.0594690837	0.00294591257261	-10.7874678267	0.0	0.000636743279278	-3.0543279684e-10
-23.052089878	0.00390110686214	-10.7001403713	0.0	0.000586985417807	-3.10201063599e-10
-23.0447106723	0.00473972791282	-10.6097343881	0.0	0.000979224756156	-3.15041357195e-10
-23.0373314666	0.00405572220079	-10.5161135982	0.0	0.000905584775807	-3.19954726791e-10
-23.0299522609	0.003013984041	-10.4191428578	0.0	0.00103933058063	-3.24942236224e-10
-23.0225730552	0.00289325772193	-10.3186893289	0.0	0.000872239215482	-3.30004964202e-10
-23.0151938496	0.00411128596619	-10.2146236282	0.0	0.000775742461558	-3.35144004503e-10
-23.0078146439	0.00359409709163	-10.1068209452	0.0	0.00141885919041	-3.40360466173e-10
-23.0004354382	0.00368683089445	-9.99516212233	0.0	0.00096842360294	-3.45655473732e-10
-22.9930562325	0.00308347697041	-9.87953469081	0.0	0.00123860108713	-3.51030167382e-10
-22.9856770268	0.00364035377509	-9.75983385426	0.0	0.0012634373148	-3.56485703211e-10
-22.9782978211	0.00231656285386	-9.63596341465	0.0	0.000848430187913	-3.62023253408e-10
-22.9709186154	0.00180423440439	-9.50783663438	0.0	0.000903761250998	-3.67644006476e-10
-22.9635394097	0.00169436503903	-9.37537702878	0.0	0.00102364150145	-3.73349167447e-10
-22.9561602041	0.00162738936936	-9.2385190844	0.0	0.000918258078884	-3.79139958105e-10
-22.9487809984	0.00128558158559	-9.09720889842	0.0	0.000841956831332	-3.85017617206e-10
-22.9414017927	0.00161779083433	-8.95140473556	0.0	0.00111011820607	-3.90983400702e-10
-22.934022587	0.00417869360904	-8.80107749888	0.0	0.0010683762533	-3.97038581971e-10
-22.9266433813	0.00444394158261	-8.64621111209	0.0	0.000939168884804	-4.03184452046e-10
-22.9192641756	0.00453739347425	-8.48680281117	0.0	0.00105754670601	-4.09422319852e-10
-22.9118849699	0.00267651380004	-8.32286334391	0.0	0.000827335969973	-4.15753512435e-10
-22.9045057643	0.00125296262109	-8.15441707663	0.0	0.000399521577629	-4.22179375211e-10
-22.8971265586	0.0020201277676	-7.98150200789	0.0	0.000896965804648	-4.28701272201e-10
-22.8897473529	0.00126448700839	-7.80416968987	0.0	0.000990111295819	-4.3532058628e-10
-22.8823681472	0.00160555064538	-7.62248505841	0.0	0.000771722942413	-4.42038719425e-10
-22.8749889415	0.00218023705461	-7.43652617376	0.0	0.00105466190962	-4.48857092967e-10
-22.8676097358	0.00184168894323	-7.24638387424	0.0	0.0010160315379	-4.55777147843e-10
-22.8602305301	0.00129903741427	-7.05216134604	0.0	0.00104671119039	-4.62800344858e-10
-22.8528513244	0.00116133073983	-6.85397361278	0.0	0.00109927029207	-4.69928164946e-10
-22.8454721188	0.00285449314605	-6.651946949	0.0	0.00112273670446	-4.77162109429e-10
-22.8380929131	0.0022736969391	-6.4462182223	0.0	0.000961946794529	-4.84503700291e-10
-22.8307137074	0.00231050965138	-6.23693416943	0.0	0.000892411804088	-4.91954480447e-10
-22.8233345017	0.00366317608094	-6.02425061203	0.0	0.000884536612837	-4.99516014014e-10
-22.815955296	0.00370325592769	-5.808331618	0.0	0.00102592085219	-5.07189886596e-10
-22.8085760903	0.00176822204586	-5.58934861528	0.0	0.00121155331808	-5.14977705558e-10
-22.8011968846	0.00124328081221	-5.36747946452	0.0	0.00122821160269	-5.22881100314e-10
-22.793817679	0.00237325193586	-5.14290749806	0.0	0.00149257300406	-5.30901722617e-10
-22.7864384733	0.00215452170242	-4.91582053227	0.0	0.00134287327375	-5.39041246846e-10
-22.7790592676	0.00216568956855	-4.68640986103	0.0	0.00138032325988	-5.47301370306e-10
-22.7716800619	0.00226071064616	-4.45486923778	0.0	0.00127765275529	-5.55683813526e-10
-22.7643008562	0.00209886905277	-4.22139385389	0.0	0.00107345976764	-5.64190320559e-10
-22.7569216505	0.00185734095345	-3.98617932106	0.0	0.00100579378448	-5.72822659293e-10
-22.7495424448	0.00167822840588	-3.74942066541	0.0	0.00106438420386	-5.81582621755e-10
-22.7421632391	0.00149911585831	-3.51131134068	0.0	0.00100876578783	-5.90472024434e-10
-22.7347840335	0.00278487814189	-3.27204226816	0.0	0.000878277687445	-5.99492708589e-10
-22.7274048278	0.00413284672431	-3.03180091013	0.0	0.000736140657392	-6.08646540579e-10
-22.7200256221	0.00394125456035	-2.79077038402	0.0	0.000754908123553	-6.17935412183e-10
-22.7126464164	0.00495589959064	-2.54912862365	0.0	0.00119286784192	-6.27361240934e-10
-22.7052672107	0.00411868777513	-2.30704759379	0.0	0.0009022822731	-6.36925970451e-10
-22.697888005	0.00293655942657	-2.06469256373	0.0	0.00123378846296	-6.46631570776e-10
-22.6905087993	0.00217833885677	-1.82222144513	0.0	0.00113015435937	-6.56480038717e-10
-22.6831295937	0.00356201096364	-1.57978419906	0.0	0.00114480227875	-6.66473398194e-10
-22.675750388	0.00320363644702	-1.33752231621	0.0	0.00111542813148	-6.76613700592e-10
-22.6683711823	0.00247399520016	-1.09556837415	0.0	0.000908700530803	-6.8690302511e-10
-22.6609919766	0.0040527669181	-0.854045674502	0.0	0.000975865040935	-6.97343479125e-10
-22.6536127709	0.00400865101333	-0.613067962512	0.0	0.00118928649528	-7.07937198555e-10
-22.6462335652	0.00403336096859	-0.372739230835	0.0	0.00131887832284	-7.18686348223e-10
-22.6388543595	0.00405807092384	-0.13315360848	0.0	0.000947418238572	-7.29593122236e-10
-22.6314751538	0.00355662032271	0.105604664521	0.0	0.000762756673677	-7.40659744353e-10
-22.6240959482	0.00313797518861	0.343461177042	0.0	0.000704701944909	-7.51888468376e-10
-22.6167167425	0.00271134282701	0.580351202254	0.0	0.000749885651041	-7.63281578527e-10
-22.6093375368	0.00147199602772	0.816219470132	0.0	0.000908157313137	-7.74841389848e-10
-22.6019583311	0.00149148858265	1.05101985925	0.0	0.000861457662829	-7.86570248587e-10
-22.5945791254	0.00154292573172	1.28471501078	0.0	0.00096460886489	-7.98470532605e-10
-22.5871999197	0.0011399917221	1.51727586817	0.0	0.00115339947619	-8.1054465178e-10
-22.579820714	0.000988596468661	1.74868114658	0.0	0.00117273029449	-8.22795048413e-10
-22.5724415084	0.00106895991696	1.97891673674	0.0	0.00105809142444	-8.35224197648e-10
-22.5650623027	0.00141492520844	2.20797504828	0.0	0.000804319881899	-8.47834607889e-10
-22.557683097	0.00167939487144	2.43585429836	0.0	0.000846175547333	-8.60628821227e-10
-22.5503038913	0.00203602206548	2.66255775152	0.0	0.000858200335513	-8.73609413868e-10
-22.5429246856	0.00158957956427	2.88809291718	0.0	0.00104379035418	-8.86778996568e-10
-22.5355454799	0.00192594005493	3.11247071188	0.0	0.00091636636773	-9.00140215077e-10
-22.5281662742	0.0022623005456	3.33570459299	0.0	0.000624356898505	-9.13695750581e-10
-22.5207870685	0.00319438947301	3.55780967152	0.0	0.000721125429453	-9.27448320156e-10
-22.5134078629	0.00215364172016	3.77880181143	0.0	0.000598451890875	-9.41400677223e-10
-22.5060286572	0.00168084882448	3.99869672308	0.0	0.000749708455267	-9.5555561201e-10
-22.4986494515	0.000902017948515	4.21750905853	0.0	0.00101397753942	-9.6991595202e-10
-22.4912702458	0.00142653723173	4.43525151654	0.0	0.00101290193145	-9.84484562504e-10
-22.4838910401	0.00217982283261	4.65193396468	0.0	0.00137340663086	-9.99264346942e-10
-22.4765118344	0.000295752914737	4.86756258636	0.0	0.0014379682968	-1.01425824752e-09
-22.4691326287	0.00153086688086	5.08213906005	0.0	0.00100145985075	-1.02946924564e-09
-22.4617534231	0.00144333834188	5.29565977776	0.0	0.000923963046433	-1.04490036238e-09
-22.4543742174	0.00179152035544	5.50811510993	0.0	0.000897753490684	-1.06055465904e-09
-22.4469950117	0.00240352145598	5.71948872293	0.0	0.000995260986389	-1.07643523762e-09
-22.439615806	0.00221039604977	5.92975695569	0.0	0.00104337850387	-1.09254524134e-09
-22.4322366003	0.00355122689821	6.13888826097	0.0	0.00104648849569	-1.10888785515e-09
-22.4248573946	0.0043370746766	6.34684271653	0.0	0.00105430006014	-1.12546630631e-09
-22.4174781889	0.00433109499897	6.55357161114	0.0	0.0012698578366	-1.14228386483e-09
-22.4100989832	0.00407508892366	6.75901710944	0.0	0.00105519403111	-1.1593438441e-09
-22.4027197776	0.00279779813348	6.96311199931	0.0	0.000863025734689	-1.17664960139e-09
-22.3953405719	0.00295966968372	7.1657795248	0.0	0.000806824075459	-1.19420453838e-09
-22.3879613662	0.00338409179712	7.36693330689	0.0	0.000988764166262	-1.21201210178e-09
